Step,Loss,Learning Rate,Epoch,Global Step
515,0.1117,1.7105263157894737e-05,8.735042735042736,515
516,0.0,1.6842105263157896e-05,8.752136752136753,516
517,0.2652,1.6578947368421053e-05,8.76923076923077,517
518,0.0,1.6315789473684213e-05,8.786324786324787,518
519,0.0001,1.605263157894737e-05,8.803418803418804,519
520,0.0,1.5789473684210526e-05,8.820512820512821,520
521,0.0,1.5526315789473686e-05,8.837606837606838,521
522,0.0,1.5263157894736842e-05,8.854700854700855,522
523,0.0,1.5e-05,8.871794871794872,523
524,0.0,1.4736842105263157e-05,8.88888888888889,524
525,0.0,1.4473684210526317e-05,8.905982905982906,525
526,0.0,1.4210526315789475e-05,8.923076923076923,526
527,0.0001,1.3947368421052631e-05,8.94017094017094,527
528,0.0001,1.3684210526315791e-05,8.957264957264957,528
529,0.0,1.3421052631578948e-05,8.974358974358974,529
530,0.0,1.3157894736842106e-05,8.991452991452991,530
531,0.001,1.2894736842105264e-05,9.0,531
532,0.0,1.2631578947368422e-05,9.017094017094017,532
533,0.0,1.2368421052631579e-05,9.034188034188034,533
534,0.0,1.2105263157894737e-05,9.051282051282051,534
535,0.0189,1.1842105263157895e-05,9.068376068376068,535
536,0.0,1.1578947368421053e-05,9.085470085470085,536
537,0.0,1.1315789473684212e-05,9.102564102564102,537
538,0.0,1.1052631578947368e-05,9.11965811965812,538
539,0.0,1.0789473684210526e-05,9.136752136752136,539
540,0.0,1.0526315789473684e-05,9.153846153846153,540
541,0.0,1.0263157894736843e-05,9.17094017094017,541
542,0.0,1e-05,9.188034188034187,542
543,0.0,9.736842105263157e-06,9.205128205128204,543
544,0.0001,9.473684210526317e-06,9.222222222222221,544
545,0.0001,9.210526315789474e-06,9.239316239316238,545
546,0.0,8.947368421052632e-06,9.256410256410255,546
547,0.0,8.68421052631579e-06,9.273504273504274,547
548,0.0003,8.421052631578948e-06,9.290598290598291,548
549,0.0,8.157894736842106e-06,9.307692307692308,549
550,0.0,7.894736842105263e-06,9.324786324786325,550
551,0.0,7.631578947368421e-06,9.341880341880342,551
552,0.0,7.3684210526315784e-06,9.35897435897436,552
553,0.0,7.1052631578947375e-06,9.376068376068377,553
554,0.0,6.842105263157896e-06,9.393162393162394,554
555,0.0,6.578947368421053e-06,9.41025641025641,555
556,0.0,6.315789473684211e-06,9.427350427350428,556
557,0.0,6.0526315789473685e-06,9.444444444444445,557
558,0.0,5.789473684210527e-06,9.461538461538462,558
559,0.0001,5.526315789473684e-06,9.478632478632479,559
560,0.0,5.263157894736842e-06,9.495726495726496,560
561,0.0001,5e-06,9.512820512820513,561
562,0.0,4.736842105263159e-06,9.52991452991453,562
563,0.0,4.473684210526316e-06,9.547008547008547,563
564,0.0,4.210526315789474e-06,9.564102564102564,564
565,0.0002,3.9473684210526315e-06,9.581196581196581,565
566,0.0005,3.6842105263157892e-06,9.598290598290598,566
567,0.0,3.421052631578948e-06,9.615384615384615,567
568,0.0001,3.1578947368421056e-06,9.632478632478632,568
569,0.0042,2.8947368421052634e-06,9.649572649572649,569
570,0.0,2.631578947368421e-06,9.666666666666666,570
571,0.0,2.3684210526315793e-06,9.683760683760683,571
572,0.0,2.105263157894737e-06,9.7008547008547,572
573,0.0,1.8421052631578946e-06,9.717948717948717,573
574,0.0001,1.5789473684210528e-06,9.735042735042736,574
575,0.0,1.3157894736842106e-06,9.752136752136753,575
576,0.0,1.0526315789473685e-06,9.76923076923077,576
577,0.0,7.894736842105264e-07,9.786324786324787,577
578,0.0,5.263157894736843e-07,9.803418803418804,578
579,0.0,2.6315789473684213e-07,9.820512820512821,579
580,0.0,0.0,9.837606837606838,580
